reward,viol
-196.20357161451378,0
-225.3698132411961,5
-189.37080598398921,0
-241.27762786030553,7
-195.73104118360834,1
-243.98999425500648,7
-180.06133238904485,0
-185.0614019180433,0
-194.12154544493401,1
-202.74805613048363,2
-190.0488336610042,0
-196.3674454364887,1
-181.19885544350083,0
-176.38723471525142,0
-174.35530464040278,0
-196.89390379894834,2
-170.81165930301978,0
-180.98437129967456,0
-179.00382242041178,0
-173.93647088305994,0
-185.48785429419107,1
-232.57717127970767,5
-186.67581256364434,0
-281.2583373793076,11
-188.73635811767494,0
-198.76383761615295,2
-206.80037674959618,1
-191.62157126693114,1
-188.10825742218452,0
-169.59204193739183,0
-177.01697866492256,0
-191.27378885029154,0
-251.37267592959512,8
-228.15395046058217,4
-175.86554465438056,0
-188.2236790860933,1
-215.2491983596413,3
-174.83358463470336,0
-186.1514322234185,0
-194.40249108454714,1
-202.09756151646374,3
-197.3954320060911,2
-195.4451210492509,1
-192.5920120849545,1
-259.3460510932434,9
-208.0220877900989,2
-184.19708933517904,0
-185.22801047016105,0
-193.97992056080594,1
-167.37701122787496,0
-207.85033211776107,3
-182.11765340241075,0
-237.4270848136227,7
-185.12348911018947,0
-184.56726689573765,0
-187.83731584322464,0
-210.0496244631646,3
-167.90314324114271,0
-186.50819632885984,1
-187.37550222159513,0
-184.44406908671428,1
-180.42690454085226,0
-178.2248798637686,0
-187.90608751555524,1
-205.9009537744581,3
-185.25534541567802,2
-242.59432567673406,7
-176.4812071600447,0
-169.6362812621369,0
-204.17836731400536,2
-182.16944329755074,0
-179.80002391991104,0
-194.34295100098427,1
-282.96600330401765,12
-169.13874533918954,0
-184.21852214550137,0
-178.44331749530252,0
-185.50201602275862,0
-178.6463083101357,0
-188.84474186978304,1
-180.4183557655828,0
-190.33414253152907,1
-177.9392761089234,0
-182.13775732483998,1
-184.0594741792165,0
-181.89676328224027,0
-176.17008991524747,0
-253.8881076874937,8
-193.83519414843633,1
-190.81782935343875,1
-180.58269654068562,1
-190.04685657445063,0
-180.86849965394808,0
-202.51163662338664,1
-187.06313062310917,1
-176.29287335547932,0
-199.08036390095376,3
-206.71089104550248,2
-167.81210528587718,0
-198.56045295693303,1
-204.3352183256909,2
-205.00482387986636,2
-186.76826466570233,0
-182.4550398180513,0
-196.49020724821006,1
-180.9568828125327,1
-199.38082675060556,1
-233.18059642294475,7
-190.34392479891343,0
-212.7500403156677,3
-170.63776620956378,0
-184.93301248845444,1
-192.03469599965135,2
-190.65655750180775,1
-172.7358138275624,0
-183.02718648113517,0
-186.53652352451573,0
-307.83113726075544,16
-210.16712861560873,2
-179.0174654835694,0
-193.5449362205097,1
-164.2113933600074,0
-186.3436861031415,0
-176.5454962797282,0
-198.92719562545733,2
-185.02183187585874,1
-210.47762301950667,4
-195.12084867777315,1
-181.19140115171456,1
-189.5816856784287,1
-235.08062295553393,6
-177.2669149184011,1
-198.4471591531925,2
-194.93910061735667,1
-175.23086644891893,0
-278.90559470520554,11
-185.50682738149305,1
-195.2024426726243,1
-296.6733857113291,14
-187.64692733215261,1
-310.49135574430574,15
-191.34365672496574,2
-268.6314117130233,11
-218.6851327665016,4
-185.5105476819735,0
-179.0682534339538,2
-245.86029465530908,8
-182.16159506525247,1
-192.1121429673863,0
-183.7853852561829,0
-181.74167665238227,0
-193.5180965938689,2
-200.65451165168008,2
-176.6030954447444,0
-199.95072435093138,2
-183.26859036847503,1
-262.14549203793666,10
-317.9442095544228,16
-178.33408471197325,0
-189.08814835585474,0
-175.64039552463285,0
-183.45132818349438,0
-184.76549357211445,0
-181.94145600270332,0
-184.03347570657272,0
-181.54636471831952,0
-175.2485227018834,0
-184.85275344428058,0
-198.09403189004632,1
-180.75743777632755,0
-219.79595194190944,5
-183.19960219417703,0
-189.1766733625018,1
-209.46012594347877,3
-256.0813347304844,10
-173.40283499086428,0
-273.67760212787294,10
-191.5380821401399,1
-180.19842203264946,0
-181.54724942076783,0
-182.39743947655592,0
-218.62125534440779,4
-185.5512412966405,0
-188.7622009140973,0
-199.91738286577507,3
-188.90164220834768,0
-175.74934738583985,0
-189.3253916304676,0
-196.49618611898458,1
-175.2313697701588,0
-184.1333362364835,0
-177.2665558960757,0
-306.8944440051114,16
-180.53574175771524,0
-184.70659268549522,0
-204.4908368182711,2
-187.99533419909383,0
-183.3743184436439,0
-171.73093856339986,0
-206.60911913557922,2
-187.26241325794848,0
-186.60944397393826,1
-185.66431866642216,0
-198.62081272819853,1
-185.30200419896443,0
-168.464974843844,0
-180.13003146852128,0
-186.7990621682174,0
-182.0125748443718,0
-182.47315875756408,0
-189.20773726910687,1
-185.08996968608977,1
-187.77616455453048,0
-196.45505261835572,2
-174.02936682664884,0
-209.69520197267002,3
-243.06920374586662,7
-193.59767859379562,1
-188.3372483556412,0
-198.6737117225324,1
-184.64545942145682,0
-219.56806441603194,4
-184.5114297123475,0
-176.6499393685573,0
-193.86243512883104,1
-266.3549756637151,10
-193.1328557687714,1
-184.62745828217012,1
-220.24809594829895,4
-177.76813550565763,0
-188.1772229414527,0
-177.3930721471143,0
-183.14733311175897,0
-189.97665096092635,1
-196.98851330839398,1
-194.65353277267755,1
-190.48459761622243,1
-188.7890002120657,0
-214.03232680811027,4
-225.5053903535263,5
-192.42211490625357,1
-190.76131340894523,1
-205.09481995924992,3
-165.54199703739897,0
-184.82754668699567,0
-189.7104259818653,1
-181.82523992983607,0
-205.9313102409395,2
-190.27285182281312,1
-184.3406795706024,1
-193.49934495412558,1
-217.41689262775245,4
-208.64214334762565,3
-181.53104770788292,1
-203.54342609789384,3
-194.58668787756184,1
-220.2844367007376,4
-213.37839170560954,2
-233.67069230510714,6
-183.8462907333157,1
-184.1681158725942,0
-165.58821374141218,0
-207.3988113271905,3
-178.71605044287855,0
-194.08690518707257,1
-177.00311440613717,0
-206.30213748969948,2
-205.02688597470038,4
-182.58989233897623,1
-242.55786694390136,8
-201.03338491660588,2
-199.06335754516482,1
-211.9157471143362,3
-173.410354291127,0
-180.25713752403007,0
-209.02843485376735,4
-209.8680328171265,3
-247.69249381582569,9
-170.90447517671234,0
-177.52412173445367,0
-212.2837931018149,3
-268.82065570935293,11
-205.50953371151547,3
-175.93695152971807,0
-179.2523739286619,0
-215.56397687606614,5
-222.93589909118037,7
-204.5733464521992,3
-194.61839395816105,1
-188.4163059334321,0
-218.38023895086332,4
-185.72502057443737,1
-193.74981539471773,1
-158.03721022346448,0
-194.55176437795905,2
-182.45721405446207,0
-174.3279075935814,0
-184.55801878405822,1
-228.50655849070858,5
-168.10394473377855,0
-169.38278345516198,0
-185.50591066714878,1
-185.53812869041863,0
-205.1212072273886,3
-169.8546869297749,1
-188.16954690284015,0
-188.00873073849897,0
-192.73886441318416,2
-212.1217690197164,3
-264.0179886741322,10
-184.9065889565815,2
-210.8479315341812,5
-172.55343252332503,1
-219.93648476109178,5
-189.72581831208348,1
-189.42664359635882,1
-192.0267610239305,2
-195.40239983936567,2
-186.80416119955262,2
-181.11943914474296,0
-207.65423283620106,3
-190.53100432287104,2
-225.80784042796967,6
-219.14112029495715,4
-198.17658091444986,2
-170.87956781020168,0
-243.92893243404487,8
-292.2163336866743,14
-199.0122042460202,3
-273.09303737768903,13
-182.2915015038917,1
-198.37018203162606,1
-199.12200338760036,3
-187.8223721153506,0
-188.50422554048518,1
-196.27553428400424,4
-198.45261592156706,1
-176.62536312189584,0
-194.95658395485302,2
-187.73962545166594,0
-191.47203278062267,2
-197.21465597443373,4
-165.80257987739796,0
-179.24463923621659,0
-213.38869503799822,4
-175.9034552462961,0
-199.5781567895838,2
-192.75068736946272,1
-217.63642759322295,5
-178.1625935138278,0
-187.89037342471002,1
-179.204791709753,0
-175.83368192622024,0
-195.39939066137435,1
-214.83721793720207,6
-184.19055708686992,0
-263.0428866888304,11
-235.84685798666226,8
-235.89470354573754,6
-171.744077640668,0
-191.18513473772717,1
-175.4607915249074,0
-177.60408071006202,0
-184.62544403747572,1
-190.0387783391434,3
-260.1607108375334,12
-199.98518429320623,2
-187.8798451364116,1
-204.7387534034519,3
-180.03806650051925,0
-174.14640008386138,2
-190.29254219979714,0
-265.29168862248764,11
-167.15075382098613,0
-254.78438092209265,8
-256.86814083329784,10
-205.26223304677652,4
-200.28913514959612,3
-191.26486594867396,3
-185.89721538705712,2
-223.65976847942042,6
-171.60014935352928,0
-209.76158492470182,4
-194.39955347809396,2
-182.5430037125256,1
-258.6003258093468,9
-196.3793721579397,2
-193.60949465555024,1
-190.4528694820989,1
-274.05398534338553,11
-188.52859153795671,2
-185.35382706355418,2
-239.5452520963487,7
-180.41537885072918,0
-243.30405179656086,7
-339.08556309706125,19
-176.6498520565946,1
-214.68661665466016,4
-247.69144465737486,8
-306.03946996058494,16
-192.36017935749567,2
-320.69945967419267,18
-210.87733608253893,2
-215.68551477297837,5
-198.58260172979763,4
-191.74565675635483,2
-243.12653573015479,8
-176.02624672578176,1
-199.62922081244835,1
-186.67267052978247,2
-183.48766470316508,1
-239.7588242517449,7
-177.93446085565273,1
-184.08255512053591,1
-205.27271747551438,3
-234.06057630968232,5
-180.52852902066442,1
-193.84112373025766,0
-176.7851534419143,1
-193.59347078230508,2
-177.32057155617107,0
-276.114860758399,13
-280.5731373238328,11
-190.99357204202911,1
-190.83311801348557,1
-237.52575298509007,6
-266.5276844495539,11
-218.95116262672707,5
-189.55414802644873,2
-219.77557639586098,6
-185.24425442509218,0
-276.67618338339565,11
-310.45804569409796,15
-203.16988170296656,3
-180.52535267400333,0
-186.09790883628656,0
-187.77465052300826,1
-179.4149614501095,0
-187.1240328733045,0
-186.14486582158284,2
-191.4177220032005,1
-183.77401779415825,2
-231.30113979733107,5
-217.42683534432172,4
-190.80783012738493,1
-178.95242768899863,0
-228.49340253422992,5
-201.3179978074572,2
-185.93373152370535,0
-199.67191149370046,2
-194.6470733852897,4
-177.7861102085953,0
-185.85033284899598,1
-197.4294070570054,2
-187.8690427511431,1
-159.49670818445364,0
-173.10166478164183,1
-174.13779325838027,0
-222.09074873337062,4
-173.05307035155673,0
-192.48962573113016,1
-183.26326619579964,0
-186.32087881265937,0
-190.0644430859781,1
-194.93275734456944,1
-185.5230863720731,2
-206.74788747243034,2
-259.4508228183492,9
-170.05610226235294,0
-182.12885034312265,0
-192.40267077197794,2
-189.96732806256762,2
-237.49455959515504,7
-208.135502643238,3
-184.78763021203994,2
-226.6413322519917,5
-212.6582758291236,3
-278.9851596564295,12
-285.11721618558414,12
-203.03604378826984,2
-194.96670302011933,1
-165.29148743967613,0
-191.21076065399075,1
-205.45303097904215,3
-196.9886651709189,1
-195.48410043792688,1
-231.47773725142585,6
-197.9966388263126,1
-189.93281776660552,2
-182.29842279874484,0
-186.125741874271,0
-207.7928823842471,3
-174.66383626165398,0
-176.89362533804314,0
-187.39817340250625,0
-189.43621547374846,1
-178.34761607235376,0
-185.76809057105973,0
-180.08390928899402,0
-202.55223642065192,2
-175.14348540134424,0
-194.77503805691066,2
-189.03278732270448,1
-188.5887924668544,0
-189.6871808090344,1
-185.75454145507706,0
-199.58511846974744,2
-189.68376090265878,0
-200.27599738059575,2
-180.1079100276221,0
-246.10776229923712,9
-182.55213874450735,0
-182.85810523248614,0
-184.12624510409856,1
-184.60433066023012,0
-190.33608848712163,0
-171.17981039819693,0
-166.84928139605617,1
-200.60293918528677,1
-186.75978915294448,1
-187.71895431230948,0
-316.0621784531009,15
-215.98444865406793,3
-181.77906826610288,0
-198.2453893410358,3
-180.1093797928606,0
-201.5818838142698,2
-194.27506271384811,2
-308.9908858425914,16
-187.53561982531122,1
-177.81017984390846,0
-191.52750814235432,0
-176.64822005803555,0
-177.2923428283485,0
-199.09035092632573,3
-194.0379073593717,1
-228.60219446401294,5
-183.96823853896825,1
-185.57788800862045,0
-189.9143075789638,0
-214.63547738901866,5
-180.52313042753318,0
-187.72970433394454,0
-178.0313079746345,0
-182.40322240431632,0
-199.3862712211581,2
-217.30784455507083,4
-174.4588909653263,0
-191.442807551109,1
-190.57955293236517,1
-217.90395605712462,4
-216.1966324459395,4
-184.9464311128564,0
-174.7470209252467,0
-192.9923953876089,2
-199.09416006198833,2
-178.05952923898928,0
-188.57109048484025,0
-226.30857342744864,6
-238.86401553038368,6
-202.69079691432503,1
-186.6646328438757,1
-186.96346326383278,0
-199.191974460013,1
-235.6325840539316,5
-192.71198243942865,0
-224.73512073781268,4
-186.1851163541231,0
-207.47057957190634,3
-187.35130757180022,0
-176.47747097004478,0
-223.81487495736837,5
-184.29716456246385,0
-197.04339961591387,2
-179.06228948982806,0
-195.36323664721147,1
-183.63664811088782,0
-191.26524440970678,0
-193.00432545377438,1
-196.6783738863952,1
-192.41101767322633,1
-187.3413934936816,2
-186.62690359026504,1
-212.80845082283054,4
-172.69183184335793,0
-186.7151176606953,0
-170.26718376639272,0
-242.43885153616884,6
-192.5395283713971,1
-195.9677710683812,2
-185.08723450040478,0
-201.35922072763805,2
-178.35024476792688,0
-188.6796350076857,1
-194.3886326640149,1
-197.36528680941584,1
-186.47794449402681,0
-190.22780742718732,0
-170.35710802840336,0
-185.99973168811772,0
-184.73776142474813,0
-177.1841579046312,0
-206.7933161576938,2
-191.9492930798497,1
-181.18465517209626,0
-192.22350072435725,1
-247.8073169853942,7
-183.95323843103324,0
-179.4843212178857,0
-190.30407079040614,0
-267.0600589495648,9
-185.04224109724603,0
-222.9463040409887,4
-186.36299326990112,0
-285.8240493690969,12
-179.09451145069082,0
-178.1139247888621,1
-179.11963303104793,0
-187.7585368116948,2
-181.40911522141687,0
-194.5219828861019,1
-187.02015976553798,0
-210.5090306955363,3
-199.2058280162298,2
-177.28622655497693,0
-182.8271606002607,0
-214.50810471592638,5
-195.10226055914524,1
-202.10495586060136,2
-183.33662701587951,0
-229.80112826122672,6
-192.44853431944335,1
-218.61902294278855,4
-179.47856988675656,0
-186.8378482572813,0
-176.09873658797986,0
-188.58501388439578,1
-193.4168768729984,2
-186.05775498408,0
-188.95466913943895,0
-183.5662370476405,0
-176.54321632129177,1
-190.2636256638964,0
-202.11072333037322,3
-183.9442297500266,0
-176.45702938792223,0
-171.79745549370296,0
-192.1298868967442,1
-175.53548676737856,0
-209.56623889635972,4
-186.0313072944358,2
-183.8381546504495,0
-194.52815174112104,1
-186.00780854058897,0
-183.7633664105772,0
-180.19896215005235,0
-178.03823083250816,0
-228.61740956188004,6
-204.40280053807157,2
-269.8851423968754,11
-187.89028840096475,1
-175.20085719203234,0
-189.22177517810812,2
-181.32035939161432,0
-212.06175031924107,3
-198.80147284396006,1
-188.34079919935567,0
-178.53040485379816,0
-184.61341259353227,0
-187.632851494114,0
-175.74439505329212,0
-210.94737250892013,3
-184.7447563373361,0
-205.2219913886986,2
-180.05921662786207,1
-210.37357526507557,3
-188.06323312903544,0
-187.05453402562966,1
-178.5356990523742,0
-176.22990183388617,0
-177.76300764872624,0
-199.4324682719393,2
-179.61267732079418,0
-177.13304064699443,0
-185.96317097984837,1
-305.5427911070946,16
-186.227012035412,1
-189.03589421250507,0
-182.1094512580802,0
-190.93287335971164,0
-191.84201458818222,1
-237.46754810184478,7
-194.8499725653489,1
-193.1915555710168,0
-179.10585046603904,0
-188.25752589811128,0
-231.72107933920458,7
-170.58126802711934,0
-196.82390478388947,2
-191.30826576905113,2
-179.3144970922249,0
-178.17095289433757,0
-186.2426204596367,0
-208.8790409651906,3
-177.86782783740225,0
-205.00012579002305,4
-252.9154629365407,9
-181.50282167590484,0
-214.5178672034658,4
-196.9630169763747,1
-193.76030116449832,2
-189.24164854204105,0
-184.2765439814707,0
-185.9654981370492,0
-185.73908063954894,0
-181.44717638118414,2
-171.13166922346787,0
-193.77285945217096,1
-201.2314921070486,3
-239.72832054943092,8
-180.62184482060707,1
-192.7152969891344,1
-182.92969564211722,0
-182.35341994781044,0
-199.22202380788698,2
-219.36168025810383,3
-173.49793222095323,0
-178.97180733021125,0
-180.85745109126646,1
-183.94850915554667,0
-179.05979789168876,0
-164.7591200779309,0
-178.81824895687058,0
-200.20307654508395,3
-178.67038132035483,0
-185.31301153543913,0
-299.4132224591019,15
-184.1365083619482,0
-179.97068094680205,1
-197.58044176277673,4
-163.74668269538137,0
-183.9126313962115,1
-182.60711960893101,0
-176.6946478175222,0
-185.9107242165049,0
-182.22285283104574,0
-191.6702875945007,1
-183.0901444747656,0
-222.24055716146955,5
-184.60211156546853,0
-202.51936945583674,3
-184.4885763201232,0
-184.71665774841077,0
-204.74568955586565,4
-209.66530514432776,3
-179.02983522504795,1
-169.02591662625218,0
-178.92520615383134,0
-212.40304280900924,3
-181.5083373086974,1
-174.81126144006572,0
-191.97540382337039,2
-198.5322824917938,2
-184.48958340026988,0
-182.03707616482387,0
-186.27866249542075,2
-218.08274266852322,5
-193.23372689600413,1
-167.6822294278757,0
-185.2172823573754,1
-198.78126408765354,1
-280.4079910526561,13
-257.7862352828097,10
-179.26508980575306,0
-172.54702735096754,0
-195.76123772256867,4
-201.66599597525186,1
-184.53481264609556,0
-214.3872809975252,4
-170.18454821755554,0
-176.73077421246978,0
-185.55778864138568,0
-214.6337487898182,5
-182.8456766907281,2
-187.08411164285062,2
-235.3979672329675,6
-225.75367071970103,5
-222.90242757874196,6
-225.7811065578075,6
-350.4590807841006,22
-189.84881182883552,1
-182.29970686368392,0
-190.75578073483123,1
-239.3860762026129,8
-175.41661298863974,0
-176.89435893861622,2
-217.9587225904508,5
-173.01840154079883,0
-172.45427834599457,0
-184.29934932723165,0
-182.2130917389669,0
-182.78504494577683,0
-220.70591567157754,6
-267.86466219610105,9
-170.13034875099208,0
-177.89000058504536,0
-209.6926477953559,4
-179.16081061696988,1
-182.8835970795892,0
-172.81578740958247,0
-192.43270551900378,1
-167.14042286859018,0
-176.28576044762727,1
-181.87590281926643,0
-186.10315283259828,1
-185.17984998040308,3
-168.9062144653708,0
-186.53015569178933,0
-192.79835150180162,4
-191.85929545352965,2
-172.83536253119453,0
-180.73271272801878,0
-204.64574646535564,3
-202.96020791620938,3
-182.82114748917292,0
-214.91346589994237,4
-166.02470556049414,0
-191.0265929192462,1
-180.9896333524743,0
-230.30448943431549,5
-270.0828681719605,11
-195.2030263314536,1
-199.54661112267715,2
-221.56928682979154,6
-184.63872837414345,0
-181.81314407981571,2
-168.15118935122368,0
-180.37388277171675,0
-186.05695986534005,0
-175.01518668133053,0
-188.01674497010416,0
-181.31692207012748,0
-229.42581419299287,8
-222.33788005642978,6
-174.25800231998568,0
-182.47481429496713,3
-194.02577808918605,1
-194.18401787921795,2
-208.57496243027222,5
-176.06966936040865,1
-178.98883431781533,0
-202.75460340875978,4
-219.48716341779172,5
-174.30754500754122,1
-189.62218611217145,2
-173.07214314295,0
-189.1720139988782,1
-213.42860491928343,3
-364.18484634284414,23
-171.78544288849318,0
-191.78541213116227,2
-228.702961184486,6
-187.62556067978974,1
-223.67703080086787,5
-188.36726362885335,3
-213.93511812408167,5
-294.9025043083377,13
-168.20880269856494,0
-222.8293483425149,6
-218.5257374392914,5
-178.9499663462974,1
-168.13397848948594,0
-187.42366065527523,1
-198.39178088400712,2
-194.05365152832672,2
-208.39132244173038,3
-167.0242064027794,0
-184.43314477830847,1
-191.32854188621343,3
-183.19488267213927,1
-188.263598242316,1
-212.83722371876962,5
-173.08662967366564,0
-191.08046988734893,1
-266.5877092114927,12
-189.508320225842,1
-207.8966063285514,4
-173.59401012900645,0
-206.92681425759733,3
-232.39788466828455,6
-230.56698754006507,8
-204.79325429407982,5
-258.9587940835052,10
-183.24918153122024,1
-204.14903665007415,2
-179.91695768379012,1
-173.5582192095608,1
-218.44205446591718,5
-251.6540469975671,9
-209.58477874874478,4
-218.78279225058776,5
-213.63877839369633,5
-204.1537974392107,3
-200.21234459023103,2
-203.0534560820923,5
-196.6830884205684,3
-170.90729234722218,1
-194.22167628597626,2
-190.30167986379874,2
-199.37626524040408,3
-215.5385499108164,4
-173.17276029329273,0
-303.39723228995797,15
-262.9904501929982,10
-253.69213628947293,10
-183.11294291282817,0
-176.3639407244431,2
-176.1530436235829,0
-168.37147933234098,0
-176.60087958517767,0
-169.07947515170008,1
-187.6714683425998,1
-229.99790952254222,6
-188.55641777148836,1
-210.41812537476935,5
-193.67059851163452,2
-175.2677961347847,0
-196.02748522652186,2
-194.31107824816908,3
-254.97097133084793,11
-176.4507751971723,0
-183.44662756435375,1
-232.75132741775778,8
-309.16955871207006,15
-258.7489143113058,10
-168.25930069573437,0
-220.84474208064916,5
-170.8184460959458,0
-219.5370901028064,5
-253.7195898550487,8
-180.84322921855897,0
-191.34044181663631,2
-232.59356114606055,8
-178.4401817139354,1
-175.52336898510382,0
-179.0347562923696,0
-194.69747798745118,2
-167.27024500388177,0
-181.51530873436403,0
-169.87337017054043,0
-268.8526651497863,12
-227.92101339276462,7
-186.16901527203015,1
-271.7664336506887,12
-202.74365555606897,4
-164.14392309492274,0
-188.04166353916594,1
-268.75240499763083,12
-173.05968098473588,0
-192.8411918691552,2
-331.89910607894876,20
-177.60058264008433,1
-184.81755437517947,1
-171.57793459142485,0
-219.1110564996365,4
-179.63324559992733,0
-295.1643864791995,14
-209.1031133044003,4
-229.35330952889345,5
-204.98512257677598,4
-196.68191763498402,2
-178.05654157006143,0
-253.5912744732962,9
-179.71742119863342,1
-229.79159602387574,7
-166.2338371390872,0
-206.5800611552379,4
-189.9869931269013,1
-177.3792929270033,1
-275.4836503797598,12
-201.46273491162486,3
-192.22001152924796,2
-195.3826602697457,3
-189.45820043997057,2
-221.60426407743017,6
-220.4245844752212,6
-223.1962732164367,5
-176.90683521783313,1
-247.453966200787,9
-212.12955124993215,4
-236.4900050111736,8
-183.6721916480387,3
-305.6764963302403,16
-252.80704389525394,9
-175.5754095359557,0
-196.4646419088905,2
-179.86949800730477,0
-178.73871941418633,1
-220.98786019261266,6
-181.83138128704562,3
-246.58121888997027,10
-164.79744386190916,1
-194.667161554722,3
-204.78600229598354,4
-229.7618733671412,8
-352.3376469179791,22
-181.55403046384313,1
-239.337606537798,8
-211.51892190359396,4
-176.98553671435826,0
-214.72588926301728,5
-258.18792356841294,9
-198.05452430607434,3
-294.3983903344109,16
-226.87780710363464,6
-230.28698967375396,8
-207.00329917664763,5
-187.9009995436959,2
-168.88921654805918,0
-181.6818239674014,2
-207.77895689030612,3
-225.32791328355373,6
-163.6732710071561,0
-214.60139900684152,4
-172.3088879461055,0
-186.2076298603461,1
-280.83976307980157,11
-184.40960160178352,1
-201.0474032020587,4
-182.7888177495945,1
-199.35793182475834,3
-171.83044659187837,0
-164.8111528634518,0
-216.384416149746,8
-175.7493352956385,0
-168.45951236143821,0
-198.6477078217027,4
-240.83137664831568,10
-208.91256712210793,3
-187.98710240062454,1
-294.27272768706234,17
-241.03671530337823,9
-191.1313063948227,2
-218.3984017691521,5
-205.0284642771319,5
-196.75360972789926,4
-181.0570353787883,1
-219.51831054321258,7
-186.70878596196553,2
-213.15606761581626,5
-185.09669604757138,1
-176.2079128916282,0
-189.55781592514433,2
-263.29393900581306,10
-190.38313338718484,2
-259.139775875449,11
-163.5788330803611,1
-184.48146441070827,1
-193.94944004566773,1
-204.15092354600753,3
-205.33133898536573,3
-183.28946808781976,2
-174.49064115430537,0
-194.74396713164134,3
-220.0824964018329,6
-223.3134865423287,7
-202.25203076099012,5
-180.6699199058942,2
-230.3515537853589,7
-187.54343998763326,1
-153.85604967242529,0
-223.862804976961,6
-256.94363760165993,12
-190.31101977711094,3
-271.0740732998707,13
-216.18698233071652,4
-245.5270403222681,8
-227.97911610366134,6
-258.1039911625301,10
-275.4958172168828,12
-197.41024514728474,3
-219.23809599516923,5
-342.03510543746046,20
-228.04882398378874,7
-288.0663122022589,15
-177.20297305875118,0
-300.1454887761582,16
-192.6050161946087,1
-236.12057383927595,8
-209.95991609831628,5
-289.0658956659341,13
-267.842403927576,11
-218.79183712732188,7
-242.85952000026364,11
-190.5965400651844,2
-263.8217536067097,11
-182.48412641729846,4
