reward,viol
-210.81400432707352,5
-183.67302409264983,2
-172.63386651238517,0
-185.25823604633197,2
-162.48255519224068,1
-216.50879756445852,6
-158.26646338943314,0
-244.13874338342848,8
-177.0166479278385,3
-236.03788783533733,9
-167.15665065083866,0
-273.3358961987822,12
-286.4559101386499,13
-202.88949342906406,4
-249.46234612565922,10
-189.0247024445351,3
-242.26266813661482,9
-202.03933289276668,5
-236.62706611127996,8
-264.99306724128104,11
-234.94877696630329,10
-188.7029767841881,4
-193.1952499919606,6
-289.95668435723456,13
-184.47021250828618,2
-358.4142850987722,25
-221.00074893865335,7
-216.16768685941213,7
-179.11985770431673,2
-178.50489362858207,2
-219.27989143061893,7
-309.2883320498269,16
-258.109705409922,11
-234.5540746153752,10
-225.32868234025923,8
-187.34543325566537,4
-175.34210845001152,3
-171.61151805316513,2
-227.737005468798,9
-215.99903720075997,7
-301.86578664955476,18
-239.96043749848917,9
-305.1129810973277,15
-219.62432367446843,5
-218.9944463940566,6
-178.34386631872533,1
-175.27832073879293,1
-191.30399889669224,3
-221.78275019472764,8
-203.70664926990688,3
-208.7293421374177,5
-219.0189618764554,6
-354.4149117676855,24
-226.8312549772322,7
-182.00111522556838,3
-167.8065197849502,2
-200.3272721402684,2
-180.14385058429454,2
-216.8084205983721,7
-177.9233579921029,1
-177.00695434740112,3
-193.523356832242,4
-213.82927872354963,4
-239.80208390031348,10
-207.97061798992675,6
-228.43449426952404,8
-193.73107873507635,4
-211.4012849387572,6
-188.92851737172643,2
-173.11288700520308,1
-174.51583632084714,1
-189.99608683513478,1
-255.36150927570026,9
-179.5347322383668,3
-182.75422251085854,1
-243.95300404102636,9
-259.6072592757114,13
-195.7198056637624,1
-315.9147583167632,18
-176.71959100333692,1
-182.73369056047,1
-171.9701791363177,3
-197.80756013703387,4
-274.79479981192196,14
-247.77590351374326,10
-239.52222771414253,7
-240.29211436722503,9
-293.1091849782633,16
-249.60669777447202,10
-287.71220426630106,13
-156.8085180316254,2
-200.36386486227173,3
-234.6163700581295,8
-187.48362297399555,2
-202.97877913038033,5
-197.4070468110776,4
-225.01103711291543,7
-235.86190608145512,7
-248.12265525981275,9
-210.91667322149507,4
-212.92079269890138,6
-197.03075672279073,3
-191.7338081868011,3
-206.3326302886293,5
-247.7789813946686,10
-207.58746849449645,7
-198.82642318347484,3
-255.85203850324854,11
-203.13381536183627,4
-238.20770056297295,8
-192.57128141242663,2
-217.41995775083709,5
-218.2998260755575,7
-338.76086561241385,22
-234.287729194879,8
-294.5966689599515,16
-180.47337097831323,3
-168.13479759371435,1
-331.68133649811176,22
-154.20890925983008,0
-179.6116499817821,3
-206.50864081422833,4
-195.59318856811254,4
-276.90949544606724,15
-196.3919231594831,2
-173.61413123522397,0
-238.7936907137901,9
-239.34805340724412,7
-243.8916668248117,12
-140.80532563880448,1
-217.79872932908384,5
-337.01157377922146,22
-225.59440783426777,9
-284.7555232902945,14
-220.4046279412308,7
-312.5146640649998,15
-230.35764812110614,6
-343.276633447708,22
-226.9615819593182,8
-249.17322621601326,11
-202.5661627369458,3
-215.8155112746668,7
-233.7322608670671,8
-321.8361181784827,17
-348.45547272130864,20
-267.3052096881512,14
-225.60866959556066,6
-261.07665908703547,11
-248.69718296203143,9
-211.33513878690195,5
-210.69002720151752,4
-257.9426274139641,10
-204.4447133862809,6
-210.00821239424934,6
-198.12649168806277,4
-219.87880443113576,8
-204.17271574447133,4
-279.65715436319033,15
-166.92376594755598,2
-212.3533203727613,3
-184.12607795248672,0
-180.93191137874615,0
-256.66860827908494,10
-355.62108844951297,21
-279.1117041786536,14
-178.92236486079517,2
-181.10632418789064,2
-238.4565997878561,8
-218.0040083572073,3
-199.71440510761963,5
-197.25630658334245,3
-213.73443533332738,6
-249.04423812485663,8
-176.44742155003425,1
-178.83078405077248,1
-200.04563722327404,2
-165.74159220852056,0
-215.3005557651743,5
-246.43833398289888,9
-230.12296451059373,5
-176.5725854560424,0
-195.86975749472896,3
-187.98961934502253,2
-207.54768152458723,4
-180.78406583596092,2
-197.78838603651403,4
-169.11526548744177,1
-168.89543088952598,0
-224.0156062808202,6
-182.6439402820216,1
-267.6044413813092,11
-228.78080966327343,6
-196.9282783311598,2
-231.88667379160117,8
-190.3820626694745,0
-194.38461883698778,3
-209.78667912073317,4
-181.17739305231405,1
-179.2422964458355,1
-214.11860348959686,5
-188.26078775880566,2
-214.51489560703084,4
-194.1747514842222,3
-196.84315949647603,3
-210.51249741133316,6
-263.5263487747782,12
-184.55544887338056,0
-213.4932483809556,5
-171.37904352587702,0
-210.6545764593116,5
-235.10872898158794,8
-233.7872151208222,6
-182.8481255755249,1
-194.27762374708712,1
-210.558817691243,4
-195.38428952573085,2
-247.95847932284434,8
-173.36199524316604,0
-190.33875725845948,2
-191.03335582382266,2
-190.3362929679504,1
-184.61158142925788,1
-184.78638036916368,2
-182.0544495047122,1
-156.7492796525968,0
-224.48510814394277,6
-182.48578798497127,1
-185.50600119515894,1
-175.29617548046315,0
-226.75817273345504,7
-207.6875788169139,5
-220.34447493684712,6
-186.81469102300122,2
-180.08765925354606,0
-190.00644786187723,2
-181.89986397872119,2
-283.14742697613906,13
-198.86900385138696,2
-162.76139981464092,0
-183.24829324372186,3
-251.7594056063904,8
-185.4390712911,1
-215.09203273565726,6
-186.4646598571507,4
-185.48437312527912,2
-215.74828676079795,6
-190.074818385003,2
-251.46609707180542,9
-181.08523472780425,1
-173.91968963149253,1
-229.08403709245385,8
-207.40455281412537,4
-179.95591440866016,1
-168.6567676651744,0
-242.6241836530379,9
-196.24443140431623,4
-175.74240259289695,0
-219.68216888078535,4
-214.4858600414536,6
-226.4984236277232,6
-191.9488725565969,2
-176.29100153791552,1
-184.2465268364739,0
-220.59661016147413,6
-178.83819964913795,3
-214.043702508188,5
-168.5556756097784,1
-210.67589989267293,5
-173.96384508304627,1
-165.1718636943427,1
-194.93877479956726,2
-210.42272677066657,3
-300.79161909259204,14
-222.99220919875262,6
-256.8972338417191,11
-203.1492387421398,2
-175.62363366310228,0
-249.1458119594255,10
-176.00362337786447,0
-176.80587383481128,1
-161.8941349017527,0
-230.5456515817673,8
-261.08375453146135,9
-181.51636431610387,1
-159.52395846562226,0
-297.901061864912,14
-188.00542220233396,1
-167.62660956238855,0
-265.5237408791315,10
-204.35318615759783,3
-219.75410436916428,9
-231.28730692551432,9
-189.9644363427759,3
-257.7239936211943,10
-206.23359721477132,5
-166.54087816162965,2
-274.4832406524977,10
-250.5747842177128,11
-243.60758339710125,11
-211.7588846075847,6
-220.3190255282704,8
-195.361162985222,3
-212.91484011862468,6
-183.4848232465362,1
-183.10680069548567,1
-203.06214641500063,4
-199.99139677671926,3
-176.09074031584498,0
-210.28463911957996,6
-205.0698041961435,8
-159.21465375059657,0
-179.70336401236463,3
-230.98184061350733,11
-188.43262020466938,6
-252.96788728927086,11
-253.7851534717018,9
-226.4369222263637,9
-317.8175026492545,17
-191.11415511494354,4
-278.09016182361495,14
-268.57033105145075,13
-156.71327334063432,0
-340.94623692424994,21
-230.5739635658961,8
-166.10557758347707,3
-178.58874898182302,1
-214.86045983805877,7
-202.72154793121115,4
-199.52646544890436,4
-230.10722615469592,9
-219.6219986657427,6
-186.64381616876656,4
-215.14721304375325,5
-308.5296497981954,18
-224.21912831482194,7
-242.70049669583918,10
-193.17693961376554,2
-276.26439955470494,15
-225.65153730377875,7
-325.91633206397444,20
-230.36583381428295,5
-213.95729094375088,7
-258.9940555620317,12
-267.86593548828284,14
-234.90013504444366,10
-231.36563902461782,9
-233.53089989492807,10
-164.32876817168523,0
-197.54579904546506,3
-201.0123819201472,4
-176.29934392683097,1
-191.53381668433096,3
-306.38776601078945,16
-233.0521941993621,10
-254.36722188465336,10
-277.40268967982763,14
-166.13752059581043,1
-250.98891237907873,10
-197.27983190593602,4
-226.52287881905343,10
-198.58454368382257,2
-217.56113592742778,5
-306.7990532011794,17
-217.34459027372137,7
-215.9606248708265,8
-209.28030105701157,5
-284.27706924274827,14
-211.12847401746805,3
-287.4206010202624,14
-238.46289766308234,9
-173.95871647386207,2
-339.41031266216066,20
-199.85256215206763,4
-212.12196647683012,6
-293.17892250620054,14
-240.95082505046517,8
-184.43557127809828,2
-266.1087987687781,13
-196.83417327279713,1
-272.5494159506098,13
-315.4525804333238,18
-188.09625757495127,1
-175.90219378582032,2
-254.25122335999293,11
-213.83732785369554,5
-307.12226113778075,20
-175.707921150975,3
-182.95474893968864,1
-172.88850949520335,0
-175.83658192804225,1
-230.00045629940024,8
-284.0670244624944,14
-217.11053931386527,5
-217.52384197151116,6
-171.68504709383342,1
-212.09853750279166,4
-191.27344066465582,3
-175.29239913020973,1
-310.546532813471,20
-301.8108932737573,16
-169.32327108612296,1
-205.84661957217227,3
-168.57800835696864,1
-219.28320696867422,6
-183.3050751445508,1
-176.47406707552048,1
-186.27802310046488,3
-199.84003010105616,4
-170.96600960214937,0
-173.95790963489497,0
-181.31715547842768,4
-202.8339481960511,4
-194.71406147532534,4
-203.62715121150256,4
-194.35956570814685,4
-193.951225218396,4
-212.80723191118454,5
-221.1032992301819,6
-209.7697086542181,6
-201.35911232712428,4
-322.0517436972683,18
-243.83174031130667,10
-185.38672357930326,1
-195.70879374755853,2
-237.27991357176703,8
-322.0626171200564,18
-195.1985013056133,2
-188.43354805274421,4
-266.7379204261696,11
-221.65022117774868,5
-285.07872972616576,15
-215.7282116394545,4
-170.1227667048952,1
-231.5889750332396,9
-222.47250805432364,7
-193.3972608520301,1
-196.29223689456438,2
-189.0139374979293,1
-171.32635357208605,1
-175.41773277132546,2
-261.14270057315406,11
-178.716676076894,0
-249.94601802308372,9
-200.16240562320212,4
-186.12658940358443,2
-194.65649557566138,3
-274.2874436349546,12
-158.65029280444733,0
-215.959864953181,5
-241.049417947183,9
-254.75509567120557,10
-253.68453077132418,11
-289.49758410751394,14
-312.9888253265088,17
-175.6459198753782,1
-179.83704044026257,0
-186.60420207896115,2
-232.730222899556,8
-262.9385507397257,9
-247.50156365704646,9
-262.2684834016184,10
-201.26917924981402,2
-179.3122811560572,1
-172.03061488557313,1
-222.87470314285503,6
-222.85927092781898,7
-194.4246921029804,3
-183.1237922927301,0
-197.340129342576,2
-255.7317883655381,9
-183.98311279293287,0
-182.1730168803589,0
-211.21118798386183,4
-169.7793846707971,0
-193.72847976167398,2
-203.14468824225355,4
-223.11557500243546,6
-177.3149859379061,0
-289.6477256452891,13
-188.63084941356115,0
-232.97087136817828,8
-178.58250692721379,1
-241.49704871273084,8
-166.32372305123786,0
-296.77597301780037,15
-198.0157719283251,2
-184.7281657098157,1
-191.68715556305332,1
-192.90527143762893,3
-222.31086218881103,4
-207.99982799019375,2
-184.53083639518138,2
-231.2475454529652,7
-200.4073377321272,2
-173.03741024718178,1
-204.3521076194478,2
-205.8896932448204,5
-190.2219170066337,1
-195.08780539380382,4
-205.1021420633643,3
-183.7233428589059,2
-237.84521415285013,7
-185.89916387434167,1
-210.12917978715888,3
-211.22574508083318,4
-186.2659053021251,0
-201.58369921029373,1
-177.80189114652543,0
-229.32840377997067,5
-183.5055109275342,1
-298.55645054691723,15
-172.3962182635441,0
-240.22742816210058,7
-218.32572254839704,4
-179.4245504225534,3
-195.2918417677069,3
-210.80967862152175,4
-199.33685355289575,3
-220.1206887322021,5
-178.648269045504,0
-201.82243299937477,3
-174.90542429036947,0
-162.81472811225836,0
-322.29372488323065,19
-256.08775158716946,10
-173.7915922984717,0
-226.76353990497213,8
-160.1912728933255,0
-214.25317793763392,4
-251.359508416912,9
-225.26311066135943,5
-190.6796398779384,3
-174.0375283524713,0
-175.7047473717179,0
-192.96800357631483,3
-210.07596970485204,4
-169.37767174431005,0
-183.6092352609577,1
-227.66396162996745,6
-142.983653388165,0
-174.42551156321622,0
-219.466832108495,5
-224.62142746447478,7
-180.33791574904407,0
-253.08758513028252,10
-193.34363982488003,2
-213.44972068698954,3
-242.65356563236415,8
-225.96696353723382,6
-176.99456774183156,0
-178.6232133272205,1
-191.31880651627375,4
-238.09406325974928,8
-171.3331128407811,0
-207.12997442173997,5
-264.0517808466491,11
-213.34376565515524,6
-177.07186860748908,1
-234.94761195700704,8
-204.091829934397,3
-238.03176870212113,8
-266.5109431224562,13
-250.01688213781657,8
-202.11683171170378,2
-179.14654626310278,0
-234.78745009399591,7
-213.26984912152452,6
-164.19033628756887,2
-265.4990441441817,12
-171.35589667480127,0
-253.3014776870883,9
-216.270475639882,6
-205.26009618296973,6
-272.4874762896965,13
-187.10668144887165,3
-257.41247540895995,10
-248.0587637991206,10
-219.66843692013035,6
-162.07269723114587,0
-156.63508518921512,0
-189.56672714194428,4
-230.64575198190826,8
-183.83694975813816,2
-245.97617692687405,10
-184.79770323789035,4
-188.43278834889563,1
-207.19789493903198,5
-335.85906097079385,20
-208.00073768851558,5
-167.621219316235,0
-176.18264235679547,2
-235.4745335861701,6
-238.397771721369,8
-246.00205361155164,11
-173.83940385566754,1
-196.19779128970623,4
-221.20525583498525,8
-199.6879625552646,3
-265.86098509995134,11
-210.71632509970917,4
-198.52185102285713,3
-145.7033118840915,0
-181.65990366089534,1
-185.18283627992795,3
-242.33536106936907,7
-171.6200529213337,2
-264.00109776900325,11
-239.0568083572598,6
-256.2221385964714,10
-251.94160624507802,10
-167.438113738476,0
-196.04678578704736,5
-214.51865107156164,7
-215.77763281312096,6
-274.8564895936092,16
-234.57380980203786,9
-221.87616863671897,7
-273.1259743439428,11
-189.23415753152287,3
-230.6309410722041,7
-264.1503612325559,13
-176.24067715744295,1
-212.53493649496804,5
-199.12699253244756,3
-201.34766881172087,3
-201.9700952669063,3
-202.5955046947643,5
-208.69981949094105,6
-321.8002222866831,17
-219.95120806449418,5
-226.86808872231248,7
-193.4512642621137,2
-225.4538260859939,5
-241.26147900368963,9
-215.015130182744,5
-234.2907224826811,6
-174.8418802525396,0
-278.57180390182657,11
-202.43013456081619,5
-255.6157051382245,9
-216.63370031919501,6
-240.99344325457815,9
-330.56105631044176,17
-221.51878563467994,4
-166.87035738009467,0
-226.13737468299382,6
-162.31985105177608,0
-236.02102004518923,7
-301.2034054399823,14
-161.90856985885299,0
-189.78300408261745,3
-187.73983327700893,1
-201.53370639961588,2
-260.63629696382475,11
-205.79005350421988,6
-175.75547842415708,1
-217.7562702457991,6
-255.02104737799516,11
-270.9149977642167,12
-208.79714261559823,5
-176.3515579088131,2
-217.86309839052302,7
-146.98424465977158,0
-224.73002357859673,5
-176.16048916653645,1
-190.91882690655734,1
-213.37614241991946,5
-209.99533266866285,3
-203.17961674043534,4
-248.50674634352004,9
-168.5345570160667,0
-174.63899377774473,0
-194.2773731901481,2
-212.9295378393716,3
-181.53917791938395,0
-222.3881760590792,8
-176.65681492292583,0
-181.79803422442092,1
-201.34321550965115,2
-255.51005928798196,9
-183.46081643807233,2
-198.4218506287362,2
-167.94544653010456,0
-202.43190985057944,2
-265.1861863567159,10
-227.06640147217487,6
-171.75480892451702,0
-176.41758662156562,0
-189.98190690456659,0
-203.74863620494128,3
-179.38038674740935,0
-237.09825634579514,8
-192.92089609055998,1
-197.3827482861423,1
-191.59950333830858,2
-248.24283745150697,8
-205.41741290486695,4
-267.01559440761116,11
-199.36588224582724,3
-200.3305085054944,5
-179.27432244047674,0
-179.30447363629918,1
-179.18693367072564,1
-187.09766423577034,1
-163.74126570888635,0
-177.21833222004975,0
-174.1828282839384,0
-184.0232334121923,2
-185.1064963904915,1
-191.5241073038846,0
-184.96784820859838,1
-221.90488767418057,4
-211.11495948595817,3
-171.49717746696112,0
-199.46958368343428,4
-337.1254254334768,21
-191.17263642027424,1
-175.1240633189864,0
-171.6718380836816,0
-244.30115874449297,8
-206.69097867224568,4
-259.6104548595148,9
-232.2465915361595,7
-178.3644930967678,1
-175.4820551022155,0
-179.77423173318113,0
-237.46645741623772,7
-189.90877599237788,0
-178.31560285757303,1
-227.37129768089633,5
-235.1478487257291,8
-241.83877139062463,8
-206.82942010355126,2
-184.27057999090331,1
-234.81409842192977,7
-171.88747735518024,0
-224.8321661921394,6
-212.75062536439523,4
-181.48304328624718,1
-228.07653953547182,6
-169.52429717550734,1
-229.89140429956765,5
-190.96663548214627,2
-195.29367667494822,1
-181.49849977327102,0
-197.27045582344334,1
-194.57067721122786,1
-223.76254490727092,5
-234.67411812439923,7
-176.1875857678381,0
-190.59212094041843,3
-194.09202868099194,1
-235.69302358039084,6
-206.41749197571107,3
-218.4646900816654,5
-229.8175731197357,8
-226.63402586406423,7
-196.6778129382986,3
-198.5952645438034,2
-317.6099408714618,17
-206.83350885002918,5
-170.39467033252797,0
-198.74234929690866,2
-365.5681733658208,24
-187.588410554906,2
-171.95356972226625,1
-262.36125223113197,11
-194.27693507285298,1
-184.23103645944508,1
-205.23012074567774,4
-214.42066778707155,5
-224.04509260030014,6
-169.65399851298844,1
-219.11705343467636,6
-206.90998968977647,3
-183.82850617424026,0
-195.64803414048674,2
-191.52071788423606,2
-164.42320678224397,1
-297.533972297668,15
-203.14673827165458,3
-193.55500638815394,1
-176.57332097391202,0
-198.4996716930851,3
-232.03702350515877,7
-234.9336620557044,7
-174.25815714530796,1
-175.9977517210811,1
-198.02284896467296,1
-214.42399008046652,4
-206.56334358679274,3
-290.6164814715642,13
-189.00597208831115,2
-184.29895642947798,1
-195.16345894403125,1
-183.39443599746718,0
-180.33772550530082,1
-177.10499607746613,0
-178.5096682750977,0
-219.24358653121425,4
-278.5282148675063,12
-229.14248078206825,6
-200.52672158507417,2
-197.49218340362748,2
-223.8321336778771,5
-218.86722361973915,4
-176.7304760122957,0
-173.30707096637838,0
-187.93956036615072,0
-191.51032530985484,2
-189.60367216086453,0
-212.72866256876375,6
-223.76424720390975,6
-194.7517887510434,1
-215.96869634504154,4
-178.42904677757312,0
-159.69737205559508,0
-201.6266610930147,3
-206.8495404858304,3
-198.52840971129922,2
-197.16378790417863,2
-184.14391950191683,0
-196.3632825283053,2
-186.49778080106736,0
-256.6982085003877,8
-175.21802776950943,0
-184.66108800215594,1
-189.0515729567878,1
-217.13773279069437,4
-199.54900889364586,2
-220.29928917982264,4
-165.66736511779948,0
-190.2706690217745,2
-177.98554329044478,0
-211.81507613737816,3
-178.88081506022235,0
-212.28216045839275,2
-188.10296566284475,1
-187.7865171929776,1
-200.57947961752967,2
-203.51749536451723,3
-175.15087472689987,0
-183.2219556699262,1
-184.7210396693617,0
-208.87648387198334,5
-206.94068386647274,3
-179.34389716956994,0
-189.37772191339295,1
-163.9373856678275,0
-287.11252866435564,12
-156.80013144632238,0
-185.81508503879243,0
-181.46881285925,0
-174.23385807700805,0
-198.32749232880906,2
-185.27954600096857,2
-204.8032578477163,3
-178.22607952311682,0
-197.41365006082526,2
-184.45034588411377,1
-261.7352089175402,11
-178.31622173822794,0
-267.89012750022414,11
-209.65569603971602,3
-168.72353925160888,0
-176.23533993352635,0
-217.76386429944597,6
-212.01746313920899,4
-191.37290712992103,0
-211.9866509107672,3
-188.30047388277382,2
-182.22508238599806,0
-185.8764256941013,0
-212.03012047651572,5
-189.96448570346004,2
-227.4171728845231,6
-183.5089140324355,3
-174.70604628535852,0
-182.80169579982135,1
-183.59965178594737,1
-198.50808972538988,2
-176.54101190435966,1
-188.63575837549763,1
-200.0485333066752,2
-227.00783271488822,5
-211.66753041691933,4
-315.5451106082573,15
-176.6597658212279,1
-275.87818610436625,11
-178.14156516394675,0
-203.5169858091689,2
-179.46994860268325,0
-208.3125022257357,3
-291.2427508459103,17
-186.48463286515903,3
-224.20026778994253,6
-209.4361432691285,3
-172.55513427918177,0
-195.18666488586425,3
-185.01443500629836,1
-166.0310410907445,0
-185.25126186950524,0
-180.1969196068352,1
-171.68944789602975,0
-257.291583248989,10
-175.84725556078578,1
-265.06935444856595,12
-173.65098065184074,0
-176.92789684603275,2
-188.5631178635663,2
-191.48610030554892,2
-175.81451850548393,0
-216.87302850892834,5
-190.61729519708882,1
-176.61926477925175,0
-184.28059702740495,2
-175.1530155348068,0
-207.75340252066496,4
-191.78038322654504,2
-319.49221904497534,18
-177.31965737027406,0
-166.27941007233449,0
-265.32579085720624,10
-179.81305744379037,1
-248.98885468320915,10
-239.27067724747207,8
-187.44550922808273,1
-179.82903508266588,1
-190.64400265902472,0
-185.52973691030326,1
-190.3618836104168,0
-224.49726731045885,8
-182.68700137705247,0
-179.2951078493234,0
-179.21328788824633,0
-184.64768212935004,3
-261.3202133244954,9
-193.06400867795648,2
-219.08310250902724,5
-186.1750981532665,0
-183.38798362603737,0
-174.33312686721584,0
-182.774695032366,0
-183.2531127450637,0
-176.36265066762874,2
-187.58339824730987,1
-214.99880840660956,4
-178.06954414631952,0
-192.56083710860548,2
-171.31515603670272,0
-173.7811210117558,0
-173.95776867223444,0
-189.8607816868755,2
-186.24856810533436,1
-268.6019278826581,11
-231.10725639369727,6
-205.2157616894609,5
-172.1689023835199,0
-175.12764368236532,1
-176.25568157740577,1
-163.73686476004355,0
-190.34593906513646,0
-189.75085056958278,2
-226.20060392305777,6
-214.63353098431762,4
-219.32544846848054,4
-331.976706625962,19
-210.01974687159264,5
-181.31209934182425,0
-181.09980187353025,0
-211.9880432879446,4
-183.0433221140479,1
-231.1314852606516,5
-251.77091643750114,9
-254.34837904932093,9
-182.72822112241056,0
-198.76206648344942,2
-163.83190522298864,0
-252.45675254236392,8
-177.83230017239154,0
-206.70126838968224,3
-318.05071632318106,16
-205.49481552413172,3
-187.9948694824749,1
-255.3173150095358,9
-205.03730672728503,1
-174.97549794087504,0
-256.6172785933991,11
-218.75090209385795,5
-243.5025121761727,9
-248.13985642241562,8
-190.9619926494697,0
-192.008296148578,1
-175.11725817123508,0
-187.99129211360312,1
-163.7939027350225,0
-218.15820197717585,4
-211.9232176051835,3
-202.9455743187802,4
-197.43880250312108,3
-188.4014974987,2
-232.1489865506029,5
-177.54054588882215,1
-187.86166856594616,1
-190.0057973142898,1
-183.052588637816,0
-171.8438736114477,0
-203.55125209402254,1
-190.62895539241936,1
-249.41121093975642,8
-176.0556192483627,1
-191.33868484546204,1
-211.46727121837517,3
-171.16239366814773,0
-201.58256108102495,3
-243.48244103651572,10
-205.53481200644663,3
-186.74395587220013,2
-168.0996176537054,0
-198.72207195183944,2
-172.53536433525505,0
-197.30097503975716,2
-186.76356533975382,3
-179.71184095750374,1
-267.70953770226845,11
-177.67901602491838,0
-173.15664370246535,1
-239.64389184156383,6
-178.83893340307608,0
-325.8666913035489,20
-205.30247120040667,3
-178.73104687461148,0
-238.18458307202496,7
-213.69569159669607,4
-179.9865480655174,0
-191.16055040447014,1
-243.5954588087091,9
-234.63410922132678,6
-180.94443386053337,0
-179.6023474385836,1
-241.60835806422088,7
-187.38302138296862,1
-246.05221469470348,8
-238.49646131013145,8
-201.01402543543674,3
-195.67168862653907,3
-203.13651456196277,3
-168.64204600109025,0
-235.98188832641682,6
-225.29690178358058,4
-227.6288721041237,5
-268.0068068443291,11
-243.13352333086365,8
-257.12895720691824,11
-220.0544230520155,4
-185.76903263640625,1
-291.5451082118816,14
-233.47469480513797,7
-190.35289222506808,0
-236.56756036884693,8
-272.18187717565104,12
-250.17669923275702,8
-191.01624716525836,1
-261.79640620300563,12
-176.71938711232818,1
-205.21274742314262,2
-212.09322055235356,5
-172.70456976000258,0
-244.96048267784255,6
-226.53088991184916,6
-204.70698843628236,4
-174.41476142575257,0
-209.04553897973238,4
-239.21471192864027,8
-228.0789581389851,6
-247.57954471338894,7
-185.4792975606884,0
-187.8304998141487,2
-235.76970890694503,6
-202.33365548368414,3
-187.33704619011567,1
-249.60837155062276,8
-178.34468460564446,0
-280.42519381634276,12
-184.801429369188,1
-183.69641704760588,1
-189.51436316188918,1
-194.687279536109,2
-179.68017349270335,0
-278.9751809245188,14
-223.48660450342766,5
-205.44655544827103,3
-191.43954859843768,1
-207.77032822482954,3
-199.58013633425873,2
-224.0411591768146,5
-173.21625144626822,0
-165.47371062239057,0
-227.70382406622622,5
-177.46838205200407,1
-328.1766502206362,19
-236.79264760654786,7
-237.846912216381,7
-201.07285969799685,2
-202.70250545880467,3
-178.71563895358395,0
-189.07213168520644,0
-194.14440222063197,0
-311.59916268656025,14
-181.65733524024014,0
-175.69342776285131,0
-190.19257469798796,1
-213.81495768631146,3
-198.53167437215603,3
-250.31751174390348,9
-229.59602685672192,6
-240.52923570267598,7
-185.69702331276207,2
-219.2759760786925,6
-187.49717225046234,0
-207.2645156133653,4
-184.12448408176076,1
-213.6831996993079,3
-180.31412968989054,0
-185.649892931302,1
-240.37879772312135,7
-224.58849321562224,6
-181.41957862380065,0
-246.504082702215,8
-287.11090447057154,14
-168.95416561073242,0
-178.23518946431903,0
-194.61806331824673,3
-232.68037338121647,5
-198.93425226835805,2
-184.22512510510904,0
-200.65365904473228,4
-172.1696795897845,0
-189.05851703465572,1
-253.44409380134854,8
-198.90387111957094,1
-178.11157019245118,0
-192.17507199942315,2
-199.54742294753652,2
-192.81372634833986,1
-208.3738943978289,3
-191.02555332625343,0
-211.81236374210613,4
-285.5432547539154,12
-197.0946200356312,2
-234.46765696907886,6
-182.00439787012556,0
-180.2161177532185,0
-187.46220412924825,1
-225.44951449481272,5
-192.51858313885813,2
-224.89342130678375,5
-180.5724913652182,1
-226.14746432529742,3
-190.4828073652389,0
-190.363140430903,0
-264.4659251938607,10
-179.3203614057277,0
-181.36088251545627,1
-175.72565653394162,0
-196.996151434681,3
-205.48317670172133,3
-216.1073459471036,4
-200.04041955487278,2
-247.35664518463759,7
-193.41418807908653,1
-165.67262149581606,0
-190.84914762271106,1
-221.61548853179227,4
-202.42281714184207,4
-255.19690170605713,8
-188.0814027596097,1
-224.53118701536408,3
-176.59676972052915,0
-245.1289643328288,7
-174.64141721148133,0
-240.62682848827455,7
-214.75026212841854,3
-184.8969521077831,0
-196.94330582965975,2
-301.6714982168041,14
-240.49232686748775,6
-191.96151235501597,0
-269.3019987813676,10
-223.06891029760288,5
-176.41306993699695,0
-183.3477454995525,0
-194.51893059565643,2
-167.8399685317509,0
-228.9418305716803,4
-190.02237472785146,0
-176.61517239627537,0
-195.32309097832297,2
-177.46656590945614,0
-184.59771079712633,0
-260.3151436391897,9
-173.5490512143748,0
-185.2722049810572,1
-199.24619573062,3
-176.64367934901298,0
-184.70944400138814,0
-231.6236839173153,5
-182.52762613067378,0
-183.4369747317127,1
-181.3513410085709,0
-205.97905497997343,4
-188.76925544481898,1
-193.71133380912542,1
-230.6049180707526,5
-259.67918228913146,8
-181.86435173240443,0
-231.31614715521928,5
-177.82680514774444,0
-188.30956142226051,0
-283.4038234920315,12
-277.793872326428,12
-317.4282329236103,17
-319.4361902281752,16
-232.35615940768085,6
-217.6295971586704,3
-200.4642597263826,1
-212.97246847819,4
-187.99411167961878,1
-261.8405285865874,10
-247.2663490763279,8
-207.2810764255216,2
-259.96540535667293,10
-210.05860927249378,2
-172.92084653813788,0
-247.50746954151637,6
-174.5127221854922,0
-184.17031251673865,1
-183.63872641254983,0
-224.67563230750415,6
-340.68193225734075,18
-191.20361201035195,1
-207.46150260305092,3
-177.80185926874125,0
-170.87710208218863,0
-187.64513391786937,0
-197.25829935517265,1
-221.92904697362434,4
-187.43905995770604,1
-187.98739851283815,0
-184.87873822362073,0
-213.26880278992184,3
-177.5420693796699,0
-197.95203441735381,2
-209.50275441322088,3
-194.36697247076455,2
-187.41842897440998,0
-228.6992211865193,6
-202.33700676478566,1
-183.16752838207924,0
-202.42626750731762,2
-185.34139708027138,0
-180.4927697933569,1
-187.47054107616714,0
-181.62007262214897,0
-214.68373240052082,4
-185.17768888775166,0
-230.16853811684715,5
-191.25554934458316,1
-184.7607256773711,0
-255.29177410595867,8
-220.55044520932802,3
-196.15567496742648,1
-175.47751904565018,0
-173.4011278022747,0
-202.5719346541107,1
-189.67553904168622,0
